Village_Name,Gram_Panchayat,Tehsil,District,State,Water_Scarcity_Index,Groundwater_Level,Soil_Moisture_Index,Rainfall_Category,Drought_Prone,Flood_Prone,Forest_Cover_percent,Forest_Density,NTFP_Potential_Index,Soil_Erosion_Risk,Land_Slope_Degree,Elevation_m,Distance_Road_km,Distance_Market_km,Distance_Town_km,Terrain_Difficulty,Tap_Water_Coverage_percent,FHTC_percent,Primary_Drinking_Source,Sanitation_Coverage_percent,Electricity_Coverage_percent,Hours_Electricity_per_Day,Road_Connectivity_Status,PMGSY_Road_Completed,Distance_Primary_School_km,Distance_Secondary_School_km,School_in_Village,Literacy_Rate_percent,Female_Literacy_Rate_percent,Distance_Health_Subcenter_km,Distance_PHC_km,Immunization_Rate_percent,Total_Households,Total_Population,ST_Population_percent,PVTG_Flag,Female_Headed_HH_percent,Landless_HH_percent,Migration_Rate_percent,Wage_Labour_Dependence_percent,Agriculture_Dependence_percent,NTFP_Dependence_percent,Avg_Agricultural_Productivity,Rural_Poverty_Rate_percent,Unemployment_Rate_percent,SHG_Presence,Number_of_SHGs,PMAY_Completed_Houses_percent,Kutcha_Houses_percent,JJM_Coverage_percent,JJM_Projects_in_Progress,MGNREGA_Persondays_Last_Year,MGNREGA_Assets_Created_Count,SHG_Count,Village_Covered_under_NRLM,DAJGUA_Completed_Count,DAJGUA_Status,Climate_Vulnerability_Score,Disaster_History_Score,Forest_Fire_Incidents_5yrs,Malnutrition_Risk_Index,Water_Quality_Risk
Village_8047,GP Ghughri,Ghughri,Mandla,Telangana,18.33,Medium,19.37,High,No,No,56.03,Moderate,36.95,Low,26.74,672.9,18.8,36.8,27.13,Easy,87.23,20.42,None,9.79,49.08,13.85,Good,No,7.29,8.23,No,76.37,37.91,13.59,29.84,54.23,347,8880,64.47,No,27.07,55.66,12.91,29.63,50.4,9.18,Medium,46.89,39.29,Yes,58,26.36,1.65,71.67,8,19620,62,49,Yes,4,Not Started,95.06,1.16,10,28.07,Medium
Village_8048,GP Pushparajgarh,Ghughri,Alirajpur,Telangana,60.52,Deep,67.41,High,No,No,48.19,Moderate,63.03,Medium,28.9,391.4,19.72,11.13,39.32,Easy,88.27,35.02,Spring,62.49,68.22,9.45,Poor,No,1.44,10.82,No,67.21,21.99,7.49,23.77,60.7,82,4016,85.78,Yes,18.94,17.34,5.8,71.66,24.74,91.79,Low,16.34,0.51,Yes,51,32.88,27.97,78.03,9,3707,45,44,No,5,In Progress,23.94,63.03,22,52.35,Low
Village_8049,GP Niwas,Niwas,Umaria,Telangana,51.42,Deep,22.78,Low,Yes,Yes,55.93,Moderate,87.74,Medium,34.68,263.46,17.66,16.15,55.7,Easy,33.98,69.53,Tap,43.53,98.42,20.24,Moderate,Yes,4.98,12.71,Yes,42.48,77.27,17.41,27.3,66.32,86,6281,61.98,No,32.82,17.46,29.91,55.33,43.33,81.88,Low,6.45,27.9,Yes,49,9.2,3.4,72.63,5,8351,42,1,Yes,4,Not Started,48.34,64.08,21,24.96,High
Village_8050,GP Pushparajgarh,Niwas,Jhabua,Odisha,90.1,Shallow,59.88,Low,No,No,18.85,Dense,62.59,High,14.3,1024.45,7.99,32.92,42.73,Moderate,46.58,16.5,None,3.41,3.28,20.54,Poor,Yes,1.16,0.86,Yes,78.04,32.02,10.48,10.6,36.52,116,11803,82.2,No,3.99,3.65,18.32,25.47,16.75,26.83,Low,16.25,23.0,Yes,16,31.05,54.27,97.02,0,20040,95,46,Yes,11,Not Started,25.98,24.74,11,74.56,Medium
Village_8051,GP Jobat,Jobat,Mandla,Jharkhand,97.98,Deep,60.95,Low,No,No,53.81,Dense,27.62,High,4.72,329.01,12.77,20.29,6.66,Moderate,42.36,93.44,None,39.94,90.16,6.59,Good,Yes,9.71,9.91,Yes,37.89,46.2,15.77,26.26,53.32,812,7268,36.55,Yes,2.72,67.96,15.55,94.31,1.16,96.97,High,1.17,16.34,Yes,28,55.92,19.79,79.96,5,18966,13,33,No,16,Not Started,99.28,86.36,2,80.45,High
Village_8052,GP Pushparajgarh,Niwas,Mandla,Chhattisgarh,61.03,Shallow,31.25,Low,No,No,17.33,Open,96.6,Medium,21.08,1016.43,16.9,32.64,51.54,Easy,1.7,24.34,Tap,81.05,90.39,2.19,Moderate,Yes,9.08,7.99,No,60.69,58.13,14.2,8.44,56.41,322,11897,62.83,Yes,20.37,66.88,19.96,34.87,95.38,46.16,Medium,36.84,28.39,Yes,18,59.19,18.68,57.06,7,33269,17,13,No,6,In Progress,35.13,8.31,4,82.23,High
Village_8053,GP Jobat,Jobat,Jhabua,Odisha,76.77,Medium,0.36,Low,No,Yes,71.51,Open,85.41,Medium,1.92,1260.85,3.74,25.57,23.44,Difficult,22.06,31.91,Tap,66.79,85.13,10.95,Good,Yes,8.43,7.32,Yes,63.88,70.68,13.12,28.44,39.97,642,1848,76.79,No,6.2,50.02,4.17,40.37,44.56,61.19,High,52.21,36.09,Yes,16,13.99,15.99,70.21,1,39595,4,48,Yes,16,Completed,84.95,61.25,10,36.93,Medium
Village_8054,GP Jobat,Ghughri,Sheopur,Madhya Pradesh,74.5,Deep,17.88,High,No,Yes,41.58,Dense,53.36,Low,24.26,167.72,4.74,16.86,40.95,Easy,45.2,70.79,Tap,7.02,56.46,20.27,Moderate,Yes,5.07,12.38,Yes,60.51,29.0,12.35,4.81,87.24,546,2433,69.89,No,29.89,20.4,0.48,29.39,99.41,32.87,High,46.66,33.19,No,1,55.69,46.12,74.75,4,19927,30,35,No,2,In Progress,97.93,35.02,16,86.85,Low
Village_8055,GP Jobat,Sendhwa,Anuppur,Madhya Pradesh,55.96,Shallow,20.67,Low,No,No,31.69,Dense,17.65,Medium,21.69,823.61,18.13,35.89,40.07,Difficult,4.01,12.37,Spring,25.57,5.77,4.48,Good,No,2.12,4.37,Yes,28.61,83.49,2.08,14.93,93.65,241,8147,75.05,No,39.17,17.57,22.95,6.33,16.76,20.11,High,39.89,19.03,Yes,18,72.17,49.55,84.71,6,29524,93,30,Yes,0,Not Started,62.63,35.21,6,34.34,Medium
Village_8056,GP Pati,Jobat,Dindori,Chhattisgarh,9.88,Deep,41.35,Low,No,Yes,32.73,Open,88.05,Low,9.5,1294.62,24.88,34.85,41.31,Moderate,40.6,77.51,Spring,22.56,82.36,9.96,Good,No,1.47,7.58,Yes,44.15,62.18,13.84,4.23,69.0,717,552,98.73,No,18.09,52.5,9.43,15.47,44.43,96.22,Medium,27.7,1.36,Yes,22,89.83,31.21,41.93,3,11752,46,35,No,4,Not Started,38.61,39.14,14,59.49,Low
Village_8057,GP Jobat,Niwas,Mandla,Madhya Pradesh,94.2,Deep,35.1,High,Yes,No,38.01,Dense,27.51,Medium,26.2,280.05,3.39,27.51,19.92,Moderate,71.45,30.44,Handpump,62.07,18.57,3.26,Moderate,No,5.23,4.47,No,22.0,46.53,18.21,4.67,73.4,704,7422,90.87,No,28.0,49.17,13.73,50.12,9.21,0.43,Low,4.29,25.82,Yes,19,74.18,57.42,42.4,4,36414,69,47,Yes,14,Not Started,23.11,22.12,23,21.42,Low
Village_8058,GP Jobat,Niwas,Sheopur,Chhattisgarh,33.63,Deep,60.19,High,No,Yes,76.77,Moderate,83.18,Low,20.46,1324.4,3.09,34.88,32.14,Moderate,71.08,90.98,Spring,47.12,42.12,18.45,Good,No,6.5,11.38,Yes,33.87,71.52,4.3,20.11,82.14,377,4236,82.67,No,37.55,19.73,21.68,89.26,66.59,13.4,Medium,15.07,18.91,Yes,41,74.77,44.75,64.99,3,49202,26,43,Yes,16,In Progress,61.74,43.26,1,38.51,Medium
Village_8059,GP Bajag,Bajag,Dindori,Madhya Pradesh,68.72,Deep,93.69,Low,Yes,Yes,79.95,Open,78.54,Medium,31.17,1130.38,5.82,10.73,15.62,Moderate,51.8,8.87,Spring,42.56,57.46,7.11,Poor,No,6.62,10.7,No,36.44,59.43,0.69,23.88,33.69,750,4062,59.04,No,17.15,10.76,1.69,94.04,35.62,27.81,Low,50.0,33.04,Yes,40,78.25,58.45,74.58,9,40867,50,35,No,5,Completed,98.57,44.28,7,61.64,Low
Village_8060,GP Niwas,Pali,Umaria,Chhattisgarh,90.88,Shallow,30.92,Low,Yes,Yes,48.96,Open,31.06,High,12.17,334.37,17.21,2.58,16.27,Difficult,70.07,15.76,None,38.56,73.62,3.64,Good,Yes,5.55,17.86,No,65.0,26.12,9.01,1.8,79.59,570,4902,30.43,No,8.66,27.05,28.87,57.67,26.41,28.16,Medium,28.16,23.09,Yes,29,10.85,12.43,58.1,1,1754,24,15,No,0,Completed,84.52,7.39,22,12.01,High
Village_8061,GP Niwas,Ghughri,Alirajpur,Telangana,45.47,Deep,12.34,Medium,Yes,No,52.57,Dense,15.01,Low,8.17,229.16,17.76,26.99,49.33,Difficult,17.45,5.11,Handpump,63.8,35.91,2.07,Moderate,Yes,6.34,13.23,Yes,89.03,78.77,8.32,11.89,84.64,577,8780,81.79,Yes,6.92,7.35,21.9,44.1,55.46,45.18,Low,27.09,28.7,Yes,51,7.15,54.4,42.28,5,22577,78,38,Yes,9,Not Started,85.12,64.64,6,3.01,Medium
Village_8062,GP Jobat,Pali,Jhabua,Madhya Pradesh,37.94,Deep,91.82,Low,Yes,Yes,54.72,Dense,95.42,High,22.59,587.62,18.73,29.24,17.11,Easy,72.73,79.65,None,12.81,47.71,11.1,Poor,No,3.72,19.47,Yes,33.61,17.3,5.05,10.68,83.21,650,1229,7.86,Yes,22.98,56.43,9.6,49.37,35.34,71.09,Medium,4.48,4.35,Yes,34,43.25,20.44,10.22,7,17482,48,38,No,10,Completed,46.54,81.7,14,7.18,High
Village_8063,GP Jobat,Jobat,Mandla,Telangana,10.38,Deep,89.43,High,Yes,Yes,34.35,Open,6.09,Medium,11.09,605.94,9.76,18.16,36.13,Easy,15.33,89.15,Handpump,93.97,91.51,1.77,Moderate,Yes,0.16,15.17,Yes,53.91,22.69,14.78,15.3,52.55,794,9808,41.91,Yes,0.26,48.29,27.05,24.77,71.35,96.36,Low,38.99,24.49,Yes,10,81.42,12.52,67.94,9,40354,82,30,No,2,In Progress,7.01,33.88,18,53.3,High
Village_8064,GP Niwas,Niwas,Jhabua,Telangana,52.18,Shallow,97.03,Low,No,Yes,38.57,Open,81.1,Low,0.59,925.25,6.3,32.84,7.32,Easy,15.23,6.73,None,80.24,62.6,14.33,Good,Yes,0.61,8.43,No,65.1,72.37,5.91,5.69,66.7,867,13657,34.72,No,1.94,56.9,4.62,58.28,92.71,16.91,Low,29.01,23.21,Yes,22,31.02,13.23,57.08,7,24983,86,31,No,15,In Progress,98.16,67.24,22,66.42,Medium
Village_8065,GP Ghughri,Pali,Umaria,Jharkhand,0.71,Deep,81.55,Low,No,Yes,70.17,Open,19.73,Medium,15.62,650.91,10.0,3.31,54.93,Easy,15.29,96.37,Spring,53.46,1.71,0.15,Good,No,8.86,6.47,No,38.36,31.66,7.96,5.37,68.65,444,10186,64.45,Yes,5.01,12.71,24.98,25.53,7.77,14.84,Medium,9.08,37.58,Yes,40,35.96,47.09,16.59,4,29644,14,42,No,8,Not Started,63.23,94.85,10,3.21,Low
Village_8066,GP Pati,Pati,Umaria,Telangana,62.45,Medium,73.2,Low,Yes,No,43.52,Dense,44.49,Low,19.74,1366.64,23.33,4.12,10.63,Easy,8.6,8.45,Tap,95.44,32.93,12.14,Moderate,No,1.69,3.04,No,21.72,64.48,2.41,3.52,31.34,645,8474,95.71,Yes,7.06,47.13,16.06,26.28,69.68,51.99,Low,11.95,27.23,Yes,38,93.0,24.17,31.26,6,32134,89,31,No,2,Completed,32.5,77.61,15,96.95,High
Village_8067,GP Niwas,Pati,Dindori,Madhya Pradesh,89.83,Deep,94.65,Medium,No,Yes,13.42,Dense,37.78,Low,26.49,517.53,23.3,34.22,47.92,Easy,23.9,14.94,Handpump,9.78,47.37,23.63,Poor,No,5.96,9.5,No,82.08,43.17,7.52,8.19,38.44,337,11862,67.66,Yes,39.63,20.17,8.11,82.89,95.58,18.21,Medium,54.45,17.69,No,22,34.77,53.07,77.16,5,35194,20,29,No,16,In Progress,86.6,9.71,11,33.15,Low
Village_8068,GP Niwas,Bajag,Sheopur,Madhya Pradesh,20.05,Medium,62.31,High,Yes,No,44.33,Open,5.82,High,17.01,564.72,14.83,29.6,13.35,Difficult,31.98,3.3,None,29.25,58.19,16.7,Moderate,Yes,3.54,13.96,Yes,73.75,17.2,15.02,28.0,39.43,797,645,49.52,No,1.8,61.6,19.67,37.76,69.57,3.99,High,55.73,5.93,No,35,9.6,12.94,67.83,0,42421,45,39,No,2,In Progress,73.43,67.32,16,2.21,High
Village_8069,GP Bajag,Sendhwa,Dindori,Madhya Pradesh,78.01,Medium,78.3,High,No,No,41.78,Open,45.11,Low,27.82,1046.28,24.47,39.14,54.98,Difficult,2.28,6.0,None,53.45,69.78,2.36,Moderate,No,5.01,16.79,Yes,55.98,63.61,19.37,5.28,76.33,851,3802,61.84,Yes,37.04,9.17,1.0,45.09,35.11,69.54,Low,15.71,3.04,No,52,33.5,44.61,2.68,3,23424,95,17,No,16,Not Started,12.81,36.86,24,37.67,High
Village_8070,GP Pati,Jobat,Mandla,Madhya Pradesh,91.64,Medium,28.68,Medium,No,Yes,62.6,Open,14.27,Low,28.97,326.24,23.3,25.7,33.74,Moderate,36.62,79.86,None,92.01,45.2,20.8,Good,No,1.43,2.79,Yes,58.76,26.96,17.2,13.98,61.79,163,13642,18.99,No,13.27,22.22,7.9,41.79,59.36,87.58,Medium,55.44,2.31,Yes,52,30.61,35.4,50.91,5,38633,26,41,Yes,17,Completed,96.94,91.69,16,60.09,Low
Village_8071,GP Niwas,Bajag,Dindori,Telangana,10.18,Medium,29.2,High,No,Yes,64.02,Moderate,7.48,Medium,0.02,1279.59,6.33,8.9,35.18,Easy,64.24,25.79,None,7.17,98.89,10.6,Moderate,Yes,2.91,10.61,Yes,54.36,34.42,1.96,0.04,81.86,489,2825,42.37,Yes,15.85,55.55,13.69,85.58,15.87,74.17,Low,36.85,19.29,Yes,54,87.38,3.51,71.24,8,42221,55,6,Yes,1,In Progress,7.73,72.36,15,68.71,Medium
Village_8072,GP Bajag,Ghughri,Alirajpur,Jharkhand,52.17,Medium,6.47,Low,Yes,No,29.14,Dense,57.32,High,33.87,1091.44,0.22,23.05,6.89,Easy,97.36,71.4,Handpump,67.33,29.95,14.1,Poor,No,7.86,9.41,Yes,61.16,54.07,14.58,4.85,49.78,536,3554,91.31,No,13.35,61.3,14.12,43.73,24.81,46.7,High,57.53,17.15,Yes,40,50.85,50.28,9.22,5,17824,46,2,Yes,13,Not Started,63.03,30.02,15,44.4,Low
Village_8073,GP Jobat,Niwas,Mandla,Telangana,33.48,Medium,14.13,Medium,Yes,No,44.81,Dense,29.87,Medium,23.2,118.81,12.43,14.61,49.93,Moderate,48.28,4.2,Spring,47.85,57.46,3.88,Good,Yes,7.19,19.05,No,45.08,46.88,8.96,26.16,54.67,918,4357,32.18,No,13.57,34.66,11.67,12.76,54.4,56.79,Low,6.43,30.06,No,19,96.92,44.27,85.26,1,7371,51,23,No,2,Not Started,31.49,12.43,15,65.72,High
Village_8074,GP Bajag,Pali,Umaria,Chhattisgarh,86.33,Medium,91.33,Medium,No,Yes,19.97,Moderate,38.65,Medium,25.04,1127.37,14.33,13.17,18.94,Moderate,77.21,77.11,Handpump,60.13,87.76,6.22,Moderate,Yes,8.79,0.77,Yes,76.4,61.01,2.17,27.46,41.63,72,11818,44.48,Yes,15.15,27.48,4.21,90.77,78.74,54.37,High,58.06,34.06,Yes,30,67.64,17.71,22.83,4,45010,25,39,Yes,1,In Progress,47.86,23.18,4,90.68,High
Village_8075,GP Pati,Pali,Dindori,Chhattisgarh,10.83,Medium,24.94,High,Yes,No,6.99,Moderate,21.13,Low,24.74,487.14,4.37,30.56,16.79,Easy,8.23,20.21,None,64.86,34.0,23.41,Good,No,0.67,2.71,No,45.86,32.26,18.28,27.59,77.04,683,12941,3.48,Yes,31.8,42.62,5.08,74.58,6.66,12.75,High,64.29,6.11,Yes,54,82.18,25.63,75.45,1,8239,2,1,No,9,Completed,22.15,41.16,1,1.96,High
Village_8076,GP Pushparajgarh,Jobat,Sheopur,Jharkhand,24.7,Deep,58.9,High,No,Yes,45.46,Dense,49.78,Medium,30.08,783.7,1.61,38.85,10.29,Easy,92.87,54.97,Handpump,68.85,53.32,8.18,Poor,Yes,1.65,11.25,Yes,72.76,76.57,8.94,3.82,95.47,151,7190,50.1,Yes,32.94,37.86,22.86,80.11,46.53,2.14,Medium,19.09,2.47,No,35,20.95,19.98,45.93,9,47299,11,37,No,6,Completed,66.16,79.36,21,90.45,High
Village_8077,GP Jobat,Pali,Umaria,Odisha,56.84,Shallow,30.75,Medium,Yes,No,39.62,Moderate,61.59,Medium,19.36,540.17,12.05,39.54,23.98,Moderate,31.17,47.33,Handpump,94.83,37.51,18.8,Poor,Yes,5.35,8.17,Yes,54.92,15.98,8.05,13.11,75.63,442,13503,42.11,No,12.5,20.64,0.62,22.91,99.89,72.08,Medium,66.14,17.16,No,8,74.02,51.97,20.51,1,7857,55,4,No,15,In Progress,65.99,68.05,16,59.93,Medium
Village_8078,GP Pati,Jobat,Anuppur,Telangana,77.24,Shallow,45.06,Low,No,No,6.6,Dense,64.98,High,20.96,905.3,7.04,27.17,28.81,Difficult,59.5,41.95,None,87.79,78.33,7.21,Good,Yes,5.86,5.41,Yes,47.75,68.52,13.29,29.17,74.62,727,1144,71.68,Yes,27.89,3.51,22.12,38.56,17.42,36.87,High,57.86,39.32,No,9,57.98,32.78,68.53,7,40698,42,17,No,4,Not Started,34.95,41.57,20,99.9,Low
Village_8079,GP Pushparajgarh,Niwas,Sheopur,Chhattisgarh,16.72,Deep,44.91,High,Yes,No,69.56,Moderate,70.76,High,27.39,523.4,3.06,12.17,47.77,Difficult,26.06,66.27,None,64.07,0.67,13.0,Moderate,Yes,5.46,10.92,Yes,53.37,44.05,7.31,16.62,78.45,242,5346,54.99,Yes,22.96,3.79,4.72,91.42,6.01,24.33,Low,50.24,20.4,No,10,47.08,48.1,10.46,1,33583,46,6,No,0,Completed,60.0,17.66,3,63.92,Medium
Village_8080,GP Bajag,Bajag,Anuppur,Jharkhand,84.65,Deep,73.04,Medium,Yes,No,61.93,Open,42.89,High,29.59,1252.13,12.2,8.57,25.41,Moderate,52.12,75.16,None,71.16,52.27,15.63,Poor,Yes,3.31,15.88,Yes,77.55,76.83,13.11,18.88,70.37,95,344,3.37,No,24.93,20.36,29.49,38.11,60.55,10.85,High,55.25,22.05,Yes,30,21.01,26.12,83.07,2,31641,24,41,No,7,In Progress,48.51,70.02,21,44.73,Medium
Village_8081,GP Pati,Pati,Jhabua,Jharkhand,51.89,Deep,96.61,Low,Yes,No,34.28,Moderate,87.94,Low,22.54,72.76,16.89,39.13,30.02,Easy,91.33,87.07,Tap,68.19,17.77,13.87,Moderate,No,1.32,15.1,Yes,34.85,26.99,18.91,13.91,92.98,207,4106,33.58,No,13.61,26.07,22.08,94.55,8.0,66.82,Low,0.65,33.66,Yes,14,77.3,56.32,2.85,2,17070,49,2,No,12,Not Started,34.66,92.04,9,18.84,High
Village_8082,GP Pati,Pali,Alirajpur,Chhattisgarh,72.73,Medium,26.13,Medium,No,No,59.0,Dense,12.29,Low,2.67,1093.44,24.81,32.92,17.25,Moderate,39.8,7.67,Spring,57.98,35.32,18.7,Good,No,6.22,12.92,Yes,53.97,55.49,16.22,14.69,85.29,89,5259,50.26,No,9.05,69.64,20.8,30.04,4.97,4.32,High,41.5,21.52,No,59,40.14,40.91,72.37,3,13136,67,26,Yes,16,In Progress,28.62,64.87,16,39.36,High
Village_8083,GP Niwas,Ghughri,Jhabua,Telangana,42.71,Shallow,74.95,Medium,No,Yes,9.21,Moderate,66.35,Medium,1.96,648.71,5.79,6.54,22.21,Easy,68.97,87.91,Spring,56.04,24.81,10.42,Poor,No,7.72,6.3,Yes,48.06,71.79,0.67,8.77,54.06,579,4121,87.3,Yes,16.46,23.44,28.64,65.99,12.99,28.0,Medium,64.32,39.52,Yes,8,40.18,53.23,94.12,7,38719,66,8,No,15,In Progress,38.11,75.85,21,30.82,Medium
Village_8084,GP Niwas,Bajag,Anuppur,Odisha,40.14,Deep,88.81,Low,Yes,No,29.57,Dense,13.74,Low,34.49,664.28,2.77,1.69,8.59,Difficult,94.62,86.28,Tap,65.26,18.39,17.09,Moderate,Yes,9.39,15.21,No,28.45,64.51,18.53,24.32,35.18,195,8858,19.19,No,25.91,32.3,22.49,60.47,75.93,59.72,Medium,58.74,9.25,Yes,13,76.1,57.32,6.91,0,32945,67,13,No,12,In Progress,18.45,95.09,2,42.69,High
Village_8085,GP Niwas,Pati,Dindori,Jharkhand,1.17,Deep,17.42,High,No,No,66.54,Open,92.8,Medium,33.83,634.09,21.72,1.94,2.27,Easy,32.95,47.69,Tap,36.18,69.42,16.68,Moderate,No,4.31,3.43,No,57.47,81.22,7.75,13.9,31.26,95,12051,82.56,No,22.4,33.05,28.81,26.96,48.83,40.16,Low,44.45,38.32,Yes,21,94.84,26.64,82.22,3,25041,36,28,Yes,12,Completed,9.33,89.03,16,50.08,Medium
Village_8086,GP Ghughri,Bajag,Sheopur,Chhattisgarh,11.23,Medium,11.09,High,Yes,No,47.56,Moderate,36.45,Medium,27.29,1337.47,16.6,5.04,4.84,Moderate,20.62,83.43,Handpump,44.34,45.59,7.34,Poor,No,4.56,9.12,No,69.27,40.07,6.67,1.88,37.14,353,2253,95.87,No,36.52,23.82,3.74,9.4,5.21,11.48,Medium,22.13,23.95,Yes,47,1.95,32.47,51.77,4,4836,83,18,No,16,In Progress,93.0,40.9,0,0.78,Medium
Village_8087,GP Bajag,Bajag,Alirajpur,Chhattisgarh,93.55,Deep,89.49,Medium,Yes,No,62.27,Dense,64.63,High,28.81,1451.58,2.91,19.83,47.04,Easy,57.56,34.77,Tap,26.92,3.23,20.55,Moderate,No,6.39,10.94,Yes,22.57,76.57,19.35,29.29,55.92,115,7567,80.16,Yes,37.2,21.02,1.41,91.64,21.7,75.26,High,17.92,2.67,Yes,41,0.4,47.7,35.27,7,13821,76,8,Yes,14,In Progress,92.2,6.84,1,60.62,Low
Village_8088,GP Pati,Sendhwa,Jhabua,Madhya Pradesh,59.77,Shallow,3.38,High,No,No,5.35,Moderate,95.58,Medium,26.61,717.9,23.08,18.73,51.27,Easy,35.06,73.01,None,23.25,1.9,9.38,Moderate,Yes,9.59,3.78,Yes,52.26,71.15,16.74,25.47,39.39,375,12342,11.81,No,2.04,19.11,21.37,48.64,56.87,29.2,Medium,45.15,2.19,No,29,20.99,18.74,4.24,1,6383,63,30,No,4,Completed,86.24,69.97,10,24.2,High
Village_8089,GP Niwas,Niwas,Mandla,Telangana,69.12,Deep,56.2,Medium,Yes,No,53.99,Open,24.47,Medium,28.79,367.12,16.56,3.47,31.14,Difficult,35.12,88.27,Handpump,43.89,59.56,17.06,Moderate,Yes,4.42,17.49,Yes,74.0,69.36,13.47,13.85,81.71,220,6822,97.68,Yes,4.46,47.69,24.27,59.12,4.47,40.31,Low,51.68,21.4,Yes,6,37.18,21.68,92.04,1,11913,97,4,Yes,9,In Progress,57.13,15.46,8,1.05,Medium
Village_8090,GP Niwas,Pati,Barwani,Odisha,62.7,Shallow,24.59,Medium,Yes,Yes,77.95,Open,66.05,Medium,4.09,998.69,22.07,18.35,47.63,Moderate,11.21,0.73,Handpump,95.53,71.52,14.49,Good,No,8.25,15.01,No,65.21,11.33,1.86,5.26,88.34,235,14783,6.59,No,5.15,23.45,15.48,49.23,2.47,43.64,Medium,60.34,20.88,Yes,7,35.86,18.37,77.71,1,48791,52,5,No,2,In Progress,17.98,84.36,11,73.58,Medium
Village_8091,GP Pati,Niwas,Dindori,Odisha,17.92,Shallow,56.29,High,Yes,Yes,36.49,Open,94.58,Medium,11.53,99.41,15.64,11.31,18.69,Moderate,27.7,90.23,Tap,87.09,66.64,18.65,Good,No,5.95,0.5,No,79.66,63.94,9.84,9.87,73.06,449,9258,29.52,No,6.72,51.99,25.3,70.38,17.43,88.06,High,62.62,29.73,Yes,37,65.72,14.5,99.26,4,12465,24,49,Yes,11,In Progress,94.37,92.51,3,5.77,Medium
Village_8092,GP Niwas,Ghughri,Anuppur,Odisha,39.04,Shallow,95.6,Medium,No,Yes,6.01,Moderate,84.24,High,14.75,813.62,16.93,15.26,4.54,Moderate,81.9,17.21,Handpump,80.16,95.69,2.15,Good,Yes,1.54,10.9,No,35.99,67.46,7.72,10.76,48.82,748,13273,83.73,No,32.36,34.95,1.81,9.42,3.09,59.05,High,32.47,9.78,No,39,55.34,18.42,91.48,7,7618,51,0,Yes,8,Completed,35.39,7.22,18,23.47,Low
Village_8093,GP Niwas,Pali,Barwani,Chhattisgarh,39.64,Deep,87.8,Low,No,Yes,58.24,Moderate,12.76,High,21.9,1437.4,16.9,17.11,20.5,Easy,3.48,81.55,None,46.49,35.27,0.81,Good,Yes,1.29,8.27,No,71.65,57.13,4.28,13.87,74.07,850,3408,40.82,Yes,11.67,36.97,10.06,64.42,29.36,32.17,High,64.36,35.62,No,9,6.03,49.63,89.92,3,13017,36,38,Yes,6,In Progress,0.65,45.27,20,72.29,High
Village_8094,GP Pushparajgarh,Bajag,Anuppur,Madhya Pradesh,71.84,Deep,96.72,Medium,No,No,34.95,Open,61.97,Low,9.37,1081.59,13.18,14.6,16.81,Easy,44.34,47.71,Handpump,11.95,81.28,9.84,Moderate,Yes,5.39,17.01,No,67.72,61.33,11.58,1.42,75.89,536,13680,82.12,Yes,14.34,62.28,28.25,36.63,20.91,61.68,Medium,1.7,28.57,No,56,21.49,41.37,10.07,5,29019,75,41,Yes,7,In Progress,47.54,60.75,23,74.02,Low
Village_8095,GP Pati,Pali,Alirajpur,Telangana,78.54,Medium,33.39,Medium,No,Yes,59.85,Dense,87.98,High,7.33,779.97,20.62,14.55,35.82,Difficult,81.82,22.06,None,99.52,89.14,11.63,Poor,Yes,1.8,18.67,Yes,33.15,13.77,16.28,27.3,36.22,741,4672,85.06,No,39.54,34.77,20.93,96.42,82.88,13.57,Medium,22.89,7.01,No,14,30.76,29.9,56.78,7,46894,7,34,Yes,1,Completed,84.19,46.8,0,96.39,High
Village_8096,GP Pushparajgarh,Ghughri,Alirajpur,Madhya Pradesh,77.69,Medium,62.52,High,Yes,Yes,5.43,Moderate,20.25,Low,34.67,295.31,19.12,10.89,7.51,Moderate,55.86,48.13,Handpump,89.79,42.06,13.94,Good,Yes,1.38,10.62,No,23.06,56.95,7.58,25.32,81.6,94,2702,95.61,Yes,38.02,17.83,15.94,55.71,2.86,65.31,Low,55.66,11.81,Yes,25,24.24,26.78,68.85,4,31285,18,45,Yes,0,Completed,88.14,10.15,24,62.2,High
Village_8097,GP Niwas,Bajag,Sheopur,Madhya Pradesh,54.66,Medium,36.09,Medium,Yes,No,29.47,Dense,43.65,Medium,11.22,903.19,24.02,38.89,11.15,Easy,82.04,34.18,Spring,27.62,69.54,22.05,Good,Yes,7.89,13.5,Yes,88.92,26.12,8.44,6.37,83.38,795,12884,65.86,Yes,18.74,57.8,29.95,26.01,38.99,39.05,Low,11.7,19.19,No,41,80.12,22.19,59.6,1,18820,76,45,No,18,Completed,18.66,10.34,17,62.55,Medium
Village_8098,GP Jobat,Jobat,Umaria,Chhattisgarh,95.09,Shallow,15.29,Low,Yes,No,76.18,Dense,74.82,Low,8.87,868.0,16.69,32.42,16.67,Easy,87.58,51.63,Spring,17.88,81.49,8.41,Poor,No,4.58,18.31,Yes,33.27,30.88,3.41,28.33,85.85,635,14849,61.8,Yes,21.84,1.94,4.83,90.27,55.36,57.79,Medium,47.9,24.1,Yes,40,13.51,17.67,67.92,5,12749,45,2,Yes,15,Completed,53.4,59.93,3,28.87,High
